Seed(Dec),Seed(Hex),Average Error,Absolute Highest Error
3512,12'hDB8,0.9062,1
3513,12'hDB9,0.4062,1
3514,12'hDBA,0.6562,1
3515,12'hDBB,0.1562,1
3516,12'hDBC,0.7500,1
3517,12'hDBD,0.2500,1
3518,12'hDBE,0.5000,1
3519,12'hDBF,0.0000,0
3520,12'hDC0,1.0000,1
3521,12'hDC1,0.5000,1
3522,12'hDC2,0.7500,1
3523,12'hDC3,0.2188,1
3524,12'hDC4,0.8438,1
3525,12'hDC5,0.3750,1
3526,12'hDC6,0.5938,1
3527,12'hDC7,0.1250,1
3528,12'hDC8,0.9375,1
3529,12'hDC9,0.4062,1
3530,12'hDCA,0.6875,1
3531,12'hDCB,0.1875,1
3532,12'hDCC,0.7812,1
3533,12'hDCD,0.3125,1
3534,12'hDCE,0.5625,1
3535,12'hDCF,0.0625,1
3536,12'hDD0,0.9375,1
3537,12'hDD1,0.4688,1
3538,12'hDD2,0.6875,1
3539,12'hDD3,0.2188,1
3540,12'hDD4,0.8438,1
3541,12'hDD5,0.3438,1
3542,12'hDD6,0.5625,1
3543,12'hDD7,0.0938,1
3544,12'hDD8,0.9062,1
3545,12'hDD9,0.4062,1
3546,12'hDDA,0.6562,1
3547,12'hDDB,0.1562,1
3548,12'hDDC,0.7812,1
3549,12'hDDD,0.2812,1
3550,12'hDDE,0.5000,1
3551,12'hDDF,0.0000,0
3552,12'hDE0,0.9688,1
3553,12'hDE1,0.4688,1
3554,12'hDE2,0.7188,1
3555,12'hDE3,0.2188,1
3556,12'hDE4,0.8438,1
3557,12'hDE5,0.3438,1
3558,12'hDE6,0.5938,1
3559,12'hDE7,0.0938,1
3560,12'hDE8,0.9062,1
3561,12'hDE9,0.4062,1
3562,12'hDEA,0.6562,1
3563,12'hDEB,0.1562,1
3564,12'hDEC,0.7812,1
3565,12'hDED,0.2812,1
3566,12'hDEE,0.5312,1
3567,12'hDEF,0.0312,1
3568,12'hDF0,0.9375,1
3569,12'hDF1,0.4375,1
3570,12'hDF2,0.6875,1
3571,12'hDF3,0.1875,1
3572,12'hDF4,0.8125,1
3573,12'hDF5,0.3125,1
3574,12'hDF6,0.5625,1
3575,12'hDF7,0.0625,1
3576,12'hDF8,0.9062,1
3577,12'hDF9,0.3750,1
3578,12'hDFA,0.6250,1
3579,12'hDFB,0.1250,1
3580,12'hDFC,0.7500,1
3581,12'hDFD,0.2500,1
3582,12'hDFE,0.5000,1
3583,12'hDFF,0.0000,0
3584,12'hE00,1.0000,1
3585,12'hE01,0.5000,1
3586,12'hE02,0.7500,1
3587,12'hE03,0.2500,1
3588,12'hE04,0.8750,1
3589,12'hE05,0.3750,1
3590,12'hE06,0.6250,1
3591,12'hE07,0.1250,1
3592,12'hE08,0.9375,1
3593,12'hE09,0.4375,1
3594,12'hE0A,0.6875,1
3595,12'hE0B,0.1875,1
3596,12'hE0C,0.8125,1
3597,12'hE0D,0.3125,1
3598,12'hE0E,0.5625,1
3599,12'hE0F,0.0625,1
3600,12'hE10,0.9688,1
3601,12'hE11,0.4688,1
3602,12'hE12,0.7188,1
3603,12'hE13,0.2188,1
3604,12'hE14,0.8438,1
3605,12'hE15,0.3438,1
3606,12'hE16,0.5625,1
3607,12'hE17,0.0938,1
3608,12'hE18,0.9062,1
3609,12'hE19,0.4062,1
3610,12'hE1A,0.6562,1
3611,12'hE1B,0.1562,1
3612,12'hE1C,0.7812,1
3613,12'hE1D,0.2812,1
3614,12'hE1E,0.5312,1
3615,12'hE1F,0.0312,1
3616,12'hE20,1.0000,1
3617,12'hE21,0.5000,1
3618,12'hE22,0.7500,1
3619,12'hE23,0.2188,1
3620,12'hE24,0.8438,1
3621,12'hE25,0.3750,1
3622,12'hE26,0.5938,1
3623,12'hE27,0.1250,1
3624,12'hE28,0.9062,1
3625,12'hE29,0.4062,1
3626,12'hE2A,0.6875,1
3627,12'hE2B,0.1875,1
3628,12'hE2C,0.7812,1
3629,12'hE2D,0.3125,1
3630,12'hE2E,0.5625,1
3631,12'hE2F,0.0625,1
3632,12'hE30,0.9375,1
3633,12'hE31,0.4688,1
3634,12'hE32,0.6875,1
3635,12'hE33,0.1875,1
3636,12'hE34,0.8438,1
3637,12'hE35,0.3438,1
3638,12'hE36,0.5625,1
3639,12'hE37,0.0938,1
3640,12'hE38,0.9062,1
3641,12'hE39,0.4062,1
3642,12'hE3A,0.6562,1
3643,12'hE3B,0.1562,1
3644,12'hE3C,0.7812,1
3645,12'hE3D,0.2812,1
3646,12'hE3E,0.5000,1
3647,12'hE3F,0.0000,0
3648,12'hE40,1.0000,1
3649,12'hE41,0.5000,1
3650,12'hE42,0.7500,1
3651,12'hE43,0.2500,1
3652,12'hE44,0.8438,1
3653,12'hE45,0.3750,1
3654,12'hE46,0.5938,1
3655,12'hE47,0.1250,1
3656,12'hE48,0.9375,1
3657,12'hE49,0.4062,1
3658,12'hE4A,0.6875,1
3659,12'hE4B,0.1875,1
3660,12'hE4C,0.8125,1
3661,12'hE4D,0.3125,1
3662,12'hE4E,0.5625,1
3663,12'hE4F,0.0625,1
3664,12'hE50,0.9688,1
3665,12'hE51,0.4688,1
3666,12'hE52,0.7188,1
3667,12'hE53,0.2188,1
3668,12'hE54,0.8438,1
3669,12'hE55,0.3438,1
3670,12'hE56,0.5625,1
3671,12'hE57,0.0938,1
3672,12'hE58,0.9062,1
3673,12'hE59,0.4062,1
3674,12'hE5A,0.6562,1
3675,12'hE5B,0.1562,1
3676,12'hE5C,0.7812,1
3677,12'hE5D,0.2812,1
3678,12'hE5E,0.5000,1
3679,12'hE5F,0.0312,1
3680,12'hE60,1.0000,1
3681,12'hE61,0.4688,1
3682,12'hE62,0.7188,1
3683,12'hE63,0.2188,1
3684,12'hE64,0.8438,1
3685,12'hE65,0.3438,1
3686,12'hE66,0.5938,1
3687,12'hE67,0.0938,1
3688,12'hE68,0.9062,1
3689,12'hE69,0.4062,1
3690,12'hE6A,0.6875,1
3691,12'hE6B,0.1562,1
3692,12'hE6C,0.7812,1
3693,12'hE6D,0.2812,1
3694,12'hE6E,0.5312,1
3695,12'hE6F,0.0312,1
3696,12'hE70,0.9375,1
3697,12'hE71,0.4375,1
3698,12'hE72,0.6875,1
3699,12'hE73,0.1875,1
3700,12'hE74,0.8125,1
3701,12'hE75,0.3125,1
3702,12'hE76,0.5625,1
3703,12'hE77,0.0625,1
3704,12'hE78,0.9062,1
3705,12'hE79,0.4062,1
3706,12'hE7A,0.6250,1
3707,12'hE7B,0.1250,1
3708,12'hE7C,0.7500,1
3709,12'hE7D,0.2500,1
3710,12'hE7E,0.5000,1
3711,12'hE7F,0.0000,0
3712,12'hE80,1.0000,1
3713,12'hE81,0.5000,1
3714,12'hE82,0.7500,1
3715,12'hE83,0.2500,1
3716,12'hE84,0.8750,1
3717,12'hE85,0.3750,1
3718,12'hE86,0.6250,1
3719,12'hE87,0.1250,1
3720,12'hE88,0.9375,1
3721,12'hE89,0.4062,1
3722,12'hE8A,0.6875,1
3723,12'hE8B,0.1875,1
3724,12'hE8C,0.8125,1
3725,12'hE8D,0.3125,1
3726,12'hE8E,0.5625,1
3727,12'hE8F,0.0625,1
3728,12'hE90,0.9688,1
3729,12'hE91,0.4688,1
3730,12'hE92,0.7188,1
3731,12'hE93,0.2188,1
3732,12'hE94,0.8438,1
3733,12'hE95,0.3438,1
3734,12'hE96,0.5625,1
3735,12'hE97,0.0938,1
3736,12'hE98,0.9062,1
3737,12'hE99,0.4062,1
3738,12'hE9A,0.6562,1
3739,12'hE9B,0.1562,1
3740,12'hE9C,0.7812,1
3741,12'hE9D,0.2812,1
3742,12'hE9E,0.5312,1
3743,12'hE9F,0.0312,1
3744,12'hEA0,1.0000,1
3745,12'hEA1,0.4688,1
3746,12'hEA2,0.7500,1
3747,12'hEA3,0.2188,1
3748,12'hEA4,0.8438,1
3749,12'hEA5,0.3438,1
3750,12'hEA6,0.5938,1
3751,12'hEA7,0.0938,1
3752,12'hEA8,0.9062,1
3753,12'hEA9,0.4062,1
3754,12'hEAA,0.6875,1
3755,12'hEAB,0.1875,1
3756,12'hEAC,0.7812,1
3757,12'hEAD,0.3125,1
3758,12'hEAE,0.5625,1
3759,12'hEAF,0.0312,1
3760,12'hEB0,0.9375,1
3761,12'hEB1,0.4375,1
3762,12'hEB2,0.6875,1
3763,12'hEB3,0.1875,1
3764,12'hEB4,0.8438,1
3765,12'hEB5,0.3125,1
3766,12'hEB6,0.5625,1
3767,12'hEB7,0.0938,1
3768,12'hEB8,0.9062,1
3769,12'hEB9,0.4062,1
3770,12'hEBA,0.6562,1
3771,12'hEBB,0.1562,1
3772,12'hEBC,0.7500,1
3773,12'hEBD,0.2500,1
3774,12'hEBE,0.5000,1
3775,12'hEBF,0.0000,0
3776,12'hEC0,1.0000,1
3777,12'hEC1,0.5000,1
3778,12'hEC2,0.7500,1
3779,12'hEC3,0.2188,1
3780,12'hEC4,0.8438,1
3781,12'hEC5,0.3750,1
3782,12'hEC6,0.5938,1
3783,12'hEC7,0.1250,1
3784,12'hEC8,0.9375,1
3785,12'hEC9,0.4062,1
3786,12'hECA,0.6875,1
3787,12'hECB,0.1875,1
3788,12'hECC,0.7812,1
3789,12'hECD,0.3125,1
3790,12'hECE,0.5625,1
3791,12'hECF,0.0625,1
3792,12'hED0,0.9375,1
3793,12'hED1,0.4688,1
3794,12'hED2,0.7188,1
3795,12'hED3,0.2188,1
3796,12'hED4,0.8438,1
3797,12'hED5,0.3438,1
3798,12'hED6,0.5625,1
3799,12'hED7,0.0938,1
3800,12'hED8,0.9062,1
3801,12'hED9,0.4062,1
3802,12'hEDA,0.6562,1
3803,12'hEDB,0.1562,1
3804,12'hEDC,0.7812,1
3805,12'hEDD,0.2812,1
3806,12'hEDE,0.5000,1
3807,12'hEDF,0.0000,0
3808,12'hEE0,0.9688,1
3809,12'hEE1,0.4688,1
3810,12'hEE2,0.7188,1
3811,12'hEE3,0.2188,1
3812,12'hEE4,0.8438,1
3813,12'hEE5,0.3438,1
3814,12'hEE6,0.5938,1
3815,12'hEE7,0.0938,1
3816,12'hEE8,0.9062,1
3817,12'hEE9,0.4062,1
3818,12'hEEA,0.6875,1
3819,12'hEEB,0.1562,1
3820,12'hEEC,0.7812,1
3821,12'hEED,0.2812,1
3822,12'hEEE,0.5312,1
3823,12'hEEF,0.0312,1
3824,12'hEF0,0.9375,1
3825,12'hEF1,0.4375,1
3826,12'hEF2,0.6875,1
3827,12'hEF3,0.1875,1
3828,12'hEF4,0.8125,1
3829,12'hEF5,0.3125,1
3830,12'hEF6,0.5625,1
3831,12'hEF7,0.0625,1
3832,12'hEF8,0.9062,1
3833,12'hEF9,0.3750,1
3834,12'hEFA,0.6250,1
3835,12'hEFB,0.1250,1
3836,12'hEFC,0.7500,1
3837,12'hEFD,0.2500,1
3838,12'hEFE,0.5000,1
3839,12'hEFF,0.0000,0
3840,12'hF00,1.0000,1
3841,12'hF01,0.5000,1
3842,12'hF02,0.7500,1
3843,12'hF03,0.2500,1
3844,12'hF04,0.8750,1
3845,12'hF05,0.3750,1
3846,12'hF06,0.6250,1
3847,12'hF07,0.1250,1
3848,12'hF08,0.9375,1
3849,12'hF09,0.4375,1
3850,12'hF0A,0.6875,1
3851,12'hF0B,0.1875,1
3852,12'hF0C,0.8125,1
3853,12'hF0D,0.3125,1
3854,12'hF0E,0.5625,1
3855,12'hF0F,0.0625,1
3856,12'hF10,0.9688,1
3857,12'hF11,0.4688,1
3858,12'hF12,0.7188,1
3859,12'hF13,0.2188,1
3860,12'hF14,0.8438,1
3861,12'hF15,0.3438,1
3862,12'hF16,0.5625,1
3863,12'hF17,0.0938,1
3864,12'hF18,0.9062,1
3865,12'hF19,0.4062,1
3866,12'hF1A,0.6562,1
3867,12'hF1B,0.1562,1
3868,12'hF1C,0.7812,1
3869,12'hF1D,0.2812,1
3870,12'hF1E,0.5312,1
3871,12'hF1F,0.0312,1
3872,12'hF20,1.0000,1
3873,12'hF21,0.5000,1
3874,12'hF22,0.7500,1
3875,12'hF23,0.2188,1
3876,12'hF24,0.8438,1
3877,12'hF25,0.3438,1
3878,12'hF26,0.5938,1
3879,12'hF27,0.0938,1
3880,12'hF28,0.9062,1
3881,12'hF29,0.4062,1
3882,12'hF2A,0.6875,1
3883,12'hF2B,0.1875,1
3884,12'hF2C,0.7812,1
3885,12'hF2D,0.3125,1
3886,12'hF2E,0.5625,1
3887,12'hF2F,0.0312,1
3888,12'hF30,0.9375,1
3889,12'hF31,0.4375,1
3890,12'hF32,0.6875,1
3891,12'hF33,0.1875,1
3892,12'hF34,0.8438,1
3893,12'hF35,0.3125,1
3894,12'hF36,0.5625,1
3895,12'hF37,0.0938,1
3896,12'hF38,0.9062,1
3897,12'hF39,0.4062,1
3898,12'hF3A,0.6562,1
3899,12'hF3B,0.1562,1
3900,12'hF3C,0.7812,1
3901,12'hF3D,0.2500,1
3902,12'hF3E,0.5000,1
3903,12'hF3F,0.0000,0
3904,12'hF40,1.0000,1
3905,12'hF41,0.5000,1
3906,12'hF42,0.7500,1
3907,12'hF43,0.2500,1
3908,12'hF44,0.8438,1
3909,12'hF45,0.3750,1
3910,12'hF46,0.5938,1
3911,12'hF47,0.1250,1
3912,12'hF48,0.9375,1
3913,12'hF49,0.4062,1
3914,12'hF4A,0.6875,1
3915,12'hF4B,0.1875,1
3916,12'hF4C,0.7812,1
3917,12'hF4D,0.3125,1
3918,12'hF4E,0.5625,1
3919,12'hF4F,0.0625,1
3920,12'hF50,0.9688,1
3921,12'hF51,0.4688,1
3922,12'hF52,0.7188,1
3923,12'hF53,0.2188,1
3924,12'hF54,0.8438,1
3925,12'hF55,0.3438,1
3926,12'hF56,0.5625,1
3927,12'hF57,0.0938,1
3928,12'hF58,0.9062,1
3929,12'hF59,0.4062,1
3930,12'hF5A,0.6562,1
3931,12'hF5B,0.1562,1
3932,12'hF5C,0.7812,1
3933,12'hF5D,0.2812,1
3934,12'hF5E,0.5000,1
3935,12'hF5F,0.0312,1
3936,12'hF60,0.9688,1
3937,12'hF61,0.4688,1
3938,12'hF62,0.7188,1
3939,12'hF63,0.2188,1
3940,12'hF64,0.8438,1
3941,12'hF65,0.3438,1
3942,12'hF66,0.5938,1
3943,12'hF67,0.0938,1
3944,12'hF68,0.9062,1
3945,12'hF69,0.4062,1
3946,12'hF6A,0.6875,1
3947,12'hF6B,0.1562,1
3948,12'hF6C,0.7812,1
3949,12'hF6D,0.2812,1
3950,12'hF6E,0.5312,1
3951,12'hF6F,0.0312,1
3952,12'hF70,0.9375,1
3953,12'hF71,0.4375,1
3954,12'hF72,0.6875,1
3955,12'hF73,0.1875,1
3956,12'hF74,0.8125,1
3957,12'hF75,0.3125,1
3958,12'hF76,0.5625,1
3959,12'hF77,0.0625,1
3960,12'hF78,0.9062,1
3961,12'hF79,0.4062,1
3962,12'hF7A,0.6250,1
3963,12'hF7B,0.1250,1
3964,12'hF7C,0.7500,1
3965,12'hF7D,0.2500,1
3966,12'hF7E,0.5000,1
3967,12'hF7F,0.0000,0
3968,12'hF80,1.0000,1
3969,12'hF81,0.5000,1
3970,12'hF82,0.7500,1
3971,12'hF83,0.2500,1
3972,12'hF84,0.8438,1
3973,12'hF85,0.3750,1
3974,12'hF86,0.5938,1
3975,12'hF87,0.1250,1
3976,12'hF88,0.9375,1
3977,12'hF89,0.4062,1
3978,12'hF8A,0.6875,1
3979,12'hF8B,0.1875,1
3980,12'hF8C,0.8125,1
3981,12'hF8D,0.3125,1
3982,12'hF8E,0.5625,1
3983,12'hF8F,0.0625,1
3984,12'hF90,0.9688,1
3985,12'hF91,0.4688,1
3986,12'hF92,0.7188,1
3987,12'hF93,0.2188,1
3988,12'hF94,0.8438,1
3989,12'hF95,0.3438,1
3990,12'hF96,0.5625,1
3991,12'hF97,0.0938,1
3992,12'hF98,0.9062,1
3993,12'hF99,0.4062,1
3994,12'hF9A,0.6562,1
3995,12'hF9B,0.1562,1
3996,12'hF9C,0.7812,1
3997,12'hF9D,0.2812,1
3998,12'hF9E,0.5000,1
3999,12'hF9F,0.0312,1
4000,12'hFA0,1.0000,1
4001,12'hFA1,0.4688,1
4002,12'hFA2,0.7188,1
4003,12'hFA3,0.2188,1
4004,12'hFA4,0.8438,1
4005,12'hFA5,0.3438,1
4006,12'hFA6,0.5938,1
4007,12'hFA7,0.0938,1
4008,12'hFA8,0.9062,1
4009,12'hFA9,0.4062,1
4010,12'hFAA,0.6875,1
4011,12'hFAB,0.1875,1
4012,12'hFAC,0.7812,1
4013,12'hFAD,0.3125,1
4014,12'hFAE,0.5625,1
4015,12'hFAF,0.0312,1
4016,12'hFB0,0.9375,1
4017,12'hFB1,0.4375,1
4018,12'hFB2,0.6875,1
4019,12'hFB3,0.1875,1
4020,12'hFB4,0.8438,1
4021,12'hFB5,0.3125,1
4022,12'hFB6,0.5625,1
4023,12'hFB7,0.0938,1
4024,12'hFB8,0.9062,1
4025,12'hFB9,0.4062,1
4026,12'hFBA,0.6250,1
4027,12'hFBB,0.1250,1
4028,12'hFBC,0.7500,1
4029,12'hFBD,0.2500,1
4030,12'hFBE,0.5000,1
4031,12'hFBF,0.0000,0
4032,12'hFC0,1.0000,1
4033,12'hFC1,0.5000,1
4034,12'hFC2,0.7500,1
4035,12'hFC3,0.2188,1
4036,12'hFC4,0.8438,1
4037,12'hFC5,0.3750,1
4038,12'hFC6,0.5938,1
4039,12'hFC7,0.1250,1
4040,12'hFC8,0.9375,1
4041,12'hFC9,0.4062,1
4042,12'hFCA,0.6875,1
4043,12'hFCB,0.1875,1
4044,12'hFCC,0.7812,1
4045,12'hFCD,0.3125,1
4046,12'hFCE,0.5625,1
4047,12'hFCF,0.0625,1
4048,12'hFD0,0.9375,1
4049,12'hFD1,0.4688,1
4050,12'hFD2,0.6875,1
4051,12'hFD3,0.1875,1
4052,12'hFD4,0.8438,1
4053,12'hFD5,0.3438,1
4054,12'hFD6,0.5625,1
4055,12'hFD7,0.0938,1
4056,12'hFD8,0.9062,1
4057,12'hFD9,0.4062,1
4058,12'hFDA,0.6562,1
4059,12'hFDB,0.1562,1
4060,12'hFDC,0.7812,1
4061,12'hFDD,0.2812,1
4062,12'hFDE,0.5000,1
4063,12'hFDF,0.0000,0
4064,12'hFE0,0.9688,1
4065,12'hFE1,0.4688,1
4066,12'hFE2,0.7188,1
4067,12'hFE3,0.2188,1
4068,12'hFE4,0.8438,1
4069,12'hFE5,0.3438,1
4070,12'hFE6,0.5938,1
4071,12'hFE7,0.0938,1
4072,12'hFE8,0.9062,1
4073,12'hFE9,0.4062,1
4074,12'hFEA,0.6562,1
4075,12'hFEB,0.1562,1
4076,12'hFEC,0.7812,1
4077,12'hFED,0.2812,1
4078,12'hFEE,0.5312,1
4079,12'hFEF,0.0312,1
4080,12'hFF0,0.9375,1
4081,12'hFF1,0.4375,1
4082,12'hFF2,0.6875,1
4083,12'hFF3,0.1875,1
4084,12'hFF4,0.8125,1
4085,12'hFF5,0.3125,1
4086,12'hFF6,0.5625,1
4087,12'hFF7,0.0625,1
4088,12'hFF8,0.8750,1
4089,12'hFF9,0.3750,1
4090,12'hFFA,0.6250,1
4091,12'hFFB,0.1250,1
4092,12'hFFC,0.7500,1
4093,12'hFFD,0.2500,1
4094,12'hFFE,0.5000,1
4095,12'hFFF,0.0000,0
